time,temp,tmin,tmax,prcp,year,month,season,temp_rolling_avg
2015-01-01,27.0,21.1,33.2,0.0,2015,1,Sèche longue,25.173333333333336
2015-01-02,26.4,20.4,33.6,0.0,2015,1,Sèche longue,25.34375
2015-01-04,25.7,21.6,31.6,0.0,2015,1,Sèche longue,25.511764705882353
2015-01-05,24.3,18.5,30.8,0.0,2015,1,Sèche longue,25.666666666666668
2015-01-06,24.7,18.4,31.4,0.0,2015,1,Sèche longue,25.794736842105266
2015-01-07,25.3,19.8,31.2,0.0,2015,1,Sèche longue,25.910000000000004
2015-01-08,25.7,19.8,31.4,0.0,2015,1,Sèche longue,26.02857142857143
2015-01-09,25.4,20.0,31.3,0.0,2015,1,Sèche longue,26.136363636363637
2015-01-10,24.7,19.7,31.3,0.0,2015,1,Sèche longue,26.247826086956525
2015-01-11,24.0,19.5,30.5,0.0,2015,1,Sèche longue,26.349999999999998
2015-01-12,24.1,19.0,30.6,0.0,2015,1,Sèche longue,26.448
2015-01-13,23.6,17.2,30.6,0.0,2015,1,Sèche longue,26.534615384615385
2015-01-14,24.0,17.9,30.7,0.0,2015,1,Sèche longue,26.614814814814817
2015-01-16,25.6,21.8,30.1,0.0,2015,1,Sèche longue,26.685714285714287
2015-01-18,27.1,22.16470588235294,30.5,0.0,2015,1,Sèche longue,26.768965517241377
2015-01-19,27.9,22.529411764705884,31.0,0.0,2015,1,Sèche longue,26.853333333333335
2015-01-20,28.2,22.894117647058824,31.1,0.0,2015,1,Sèche longue,26.926666666666666
2015-01-21,28.3,23.258823529411764,31.0,0.0,2015,1,Sèche longue,27.023333333333333
2015-01-22,28.1,23.623529411764707,31.3,0.0,2015,1,Sèche longue,27.153333333333332
2015-01-23,28.1,23.988235294117647,31.1,0.0,2015,1,Sèche longue,27.32
2015-01-24,28.4,24.352941176470587,31.9,0.0,2015,1,Sèche longue,27.48
2015-01-25,28.4,24.71764705882353,31.5,0.0,2015,1,Sèche longue,27.616666666666667
2015-01-26,28.7,25.08235294117647,32.3,0.0,2015,1,Sèche longue,27.75
2015-01-28,28.7,25.447058823529414,31.8,0.0,2015,1,Sèche longue,27.846666666666668
2015-01-29,28.8,25.811764705882354,32.1,0.0,2015,1,Sèche longue,27.95
2015-01-30,28.7,26.176470588235293,32.1,0.0,2015,1,Sèche longue,28.133333333333333
2015-01-31,28.7,26.541176470588237,32.5,0.0,2015,1,Sèche longue,28.283333333333335
2015-02-01,28.6,26.905882352941177,32.0,0.0,2015,2,Sèche longue,28.470000000000002
2015-02-02,29.1,27.27058823529412,32.3,0.0,2015,2,Sèche longue,28.643333333333334
2015-02-03,29.3,27.63529411764706,33.0,0.0,2015,2,Sèche longue,28.716666666666665
2015-02-04,29.2,28.0,32.4,0.0,2015,2,Sèche longue,28.716666666666665
2015-02-05,29.3,27.5,32.4,0.0,2015,2,Sèche longue,28.740000000000002
2015-02-06,29.6,27.0,32.5,0.0,2015,2,Sèche longue,28.766666666666666
2015-02-07,29.3,26.5,32.7,0.0,2015,2,Sèche longue,28.776666666666664
2015-02-08,29.5,26.0,32.7,0.0,2015,2,Sèche longue,28.796666666666667
2015-02-09,29.4,25.5,32.8,0.0,2015,2,Sèche longue,28.83
2015-02-10,29.7,25.0,33.0,0.0,2015,2,Sèche longue,28.856666666666666
2015-02-11,28.3,24.5,33.4,0.0,2015,2,Sèche longue,28.85666666666667
2015-02-12,27.8,24.0,32.0,0.0,2015,2,Sèche longue,28.869999999999997
2015-02-13,29.5,24.15,32.6,0.0,2015,2,Sèche longue,28.883333333333333
2015-02-14,28.6,24.3,30.9,8.9,2015,2,Sèche longue,28.906666666666663
2015-02-16,29.2,24.45,32.6,0.0,2015,2,Sèche longue,28.923333333333336
2015-02-17,29.2,24.6,32.7,0.0,2015,2,Sèche longue,28.959999999999997
2015-02-18,27.8,24.75,32.8,0.0,2015,2,Sèche longue,29.0
2015-02-19,27.1,24.9,30.7,0.0,2015,2,Sèche longue,29.026666666666667
2015-02-20,28.6,25.05,31.8,0.0,2015,2,Sèche longue,29.033333333333335
2015-02-21,29.0,25.2,32.5,0.0,2015,2,Sèche longue,29.05
2015-02-23,28.6,25.35,31.5,0.0,2015,2,Sèche longue,29.07
2015-02-24,28.7,25.5,32.0,0.0,2015,2,Sèche longue,29.076666666666664
2015-02-25,29.1,27.0,32.0,0.0,2015,2,Sèche longue,29.043333333333333
2015-02-26,29.2,26.925,32.1,0.0,2015,2,Sèche longue,29.003333333333334
2015-02-27,28.4,26.85,30.7,0.0,2015,2,Sèche longue,29.013333333333332
2015-03-01,29.1,26.775,32.0,0.0,2015,3,Sèche longue,28.98
2015-03-02,29.1,26.7,32.5,0.0,2015,3,Sèche longue,29.03666666666667
2015-03-04,29.5,26.657142857142855,32.4,0.0,2015,3,Sèche longue,29.10333333333333
2015-03-05,29.2,26.614285714285714,32.6,0.0,2015,3,Sèche longue,29.089999999999996
2015-03-06,29.8,26.57142857142857,32.5,0.0,2015,3,Sèche longue,29.04666666666667
2015-03-07,29.8,26.52857142857143,32.8,0.0,2015,3,Sèche longue,29.063333333333333
2015-03-08,29.9,26.485714285714284,33.1,0.0,2015,3,Sèche longue,28.966666666666665
2015-03-09,29.5,26.442857142857143,33.5,0.0,2015,3,Sèche longue,28.946666666666665
2015-03-10,29.7,26.4,32.5,0.0,2015,3,Sèche longue,29.029999999999998
2015-03-11,29.9,25.9,32.9,0.0,2015,3,Sèche longue,29.063333333333333
2015-03-12,29.8,25.266666666666666,32.5,0.0,2015,3,Sèche longue,29.056666666666665
2015-03-13,28.3,24.633333333333333,32.4,0.0,2015,3,Sèche longue,29.09
2015-03-14,28.3,24.0,32.2,0.0,2015,3,Sèche longue,29.12666666666667
2015-03-15,29.7,23.8,32.7,0.0,2015,3,Sèche longue,29.15
2015-03-16,28.7,23.6,31.6,0.0,2015,3,Sèche longue,29.163333333333338
2015-03-17,30.0,23.4,32.5,0.0,2015,3,Sèche longue,29.209999999999997
2015-03-19,29.8,23.2,32.8,0.0,2015,3,Sèche longue,29.253333333333334
2015-03-21,29.1,23.0,33.5,0.0,2015,3,Sèche longue,29.303333333333335
2015-03-22,27.3,22.8,31.0,97.0,2015,3,Sèche longue,29.34
2015-03-24,29.7,23.433333333333334,32.7,0.0,2015,3,Sèche longue,29.32
2015-03-31,26.3,24.066666666666666,28.7,0.0,2015,3,Sèche longue,29.290000000000003
2015-04-01,27.2,24.700000000000003,30.0,0.0,2015,4,Pluie longue,29.266666666666666
2015-04-04,29.6,25.333333333333336,32.1,0.0,2015,4,Pluie longue,29.266666666666666
2015-04-05,29.6,25.96666666666667,32.5,0.0,2015,4,Pluie longue,29.266666666666666
2015-04-06,28.8,26.6,31.7,38.1,2015,4,Pluie longue,29.28666666666667
2015-04-08,29.6,27.5,32.2,1.0,2015,4,Pluie longue,29.303333333333335
2015-04-10,29.8,27.34166666666667,32.6,22.1,2015,4,Pluie longue,29.316666666666666
2015-04-11,29.8,27.183333333333334,32.0,0.0,2015,4,Pluie longue,29.323333333333334
2015-04-14,29.6,27.025,32.5,0.0,2015,4,Pluie longue,29.283333333333335
2015-04-15,29.8,26.866666666666667,32.5,0.0,2015,4,Pluie longue,29.216666666666672
2015-04-20,30.4,26.708333333333336,33.5,0.0,2015,4,Pluie longue,29.246666666666666
2015-04-21,30.6,26.55,33.7,0.0,2015,4,Pluie longue,29.263333333333332
2015-04-22,30.6,26.391666666666666,33.2,0.0,2015,4,Pluie longue,29.26666666666667
2015-04-23,28.6,26.233333333333334,32.7,4.1,2015,4,Pluie longue,29.283333333333335
2015-04-24,28.9,26.075000000000003,33.0,0.0,2015,4,Pluie longue,29.37
2015-04-27,29.1,25.916666666666668,33.1,0.0,2015,4,Pluie longue,29.28666666666667
2015-04-28,29.9,25.758333333333333,33.5,0.0,2015,4,Pluie longue,29.389999999999997
2015-04-29,29.5,25.6,33.5,0.8,2015,4,Pluie longue,29.490000000000002
2015-04-30,30.3,25.450000000000003,33.3,0.0,2015,4,Pluie longue,29.45
2015-05-02,30.4,25.3,33.3,0.0,2015,5,Pluie longue,29.453333333333333
2015-05-03,30.2,25.15,33.5,0.0,2015,5,Pluie longue,29.413333333333338
2015-05-04,28.5,25.0,32.0,2.0,2015,5,Pluie longue,29.42
2015-05-05,27.1,24.35,32.0,0.0,2015,5,Pluie longue,29.376666666666665
2015-05-06,27.7,23.7,32.0,6.1,2015,5,Pluie longue,29.323333333333334
2015-05-07,29.6,26.25,34.2,0.0,2015,5,Pluie longue,29.27333333333333
2015-05-08,30.5,28.8,33.6,0.0,2015,5,Pluie longue,29.17666666666667
2015-05-10,29.9,27.3,33.8,0.0,2015,5,Pluie longue,29.043333333333337
2015-05-11,29.6,25.8,33.2,0.0,2015,5,Pluie longue,28.893333333333334
2015-05-13,29.9,25.1,33.3,0.0,2015,5,Pluie longue,28.77
2015-05-14,27.2,24.4,32.0,3.0,2015,5,Pluie longue,28.743333333333332
2015-05-17,29.4,26.7,33.2,0.0,2015,5,Pluie longue,28.686666666666667
2015-05-19,30.2,26.0,33.4,0.0,2015,5,Pluie longue,28.59333333333333
2015-05-20,28.4,25.299999999999997,30.1,0.0,2015,5,Pluie longue,28.523333333333333
2015-05-22,29.7,24.599999999999998,33.0,0.0,2015,5,Pluie longue,28.459999999999997
2015-05-24,27.6,23.9,31.4,0.0,2015,5,Pluie longue,28.353333333333335
2015-05-26,29.8,24.95,32.4,0.0,2015,5,Pluie longue,28.259999999999998
2015-05-28,28.5,26.0,30.3,7.1,2015,5,Pluie longue,28.123333333333335
2015-05-30,28.2,25.0,31.6,1.0,2015,5,Pluie longue,28.073333333333334
2015-06-01,28.1,25.8,31.0,0.5,2015,6,Pluie longue,28.08
2015-06-06,26.9,25.52857142857143,30.4,39.1,2015,6,Pluie longue,28.06
2015-06-07,26.4,25.257142857142856,29.8,13.0,2015,6,Pluie longue,27.97666666666667
2015-06-09,26.1,24.985714285714284,28.1,7.1,2015,6,Pluie longue,27.87
2015-06-10,26.9,24.714285714285715,30.0,45.0,2015,6,Pluie longue,27.706666666666663
2015-06-11,27.8,24.442857142857143,30.5,0.0,2015,6,Pluie longue,27.59
2015-06-12,27.2,24.17142857142857,30.5,0.0,2015,6,Pluie longue,27.45333333333333
2015-06-15,26.3,23.9,29.5,42.9,2015,6,Pluie longue,27.410000000000004
2015-06-16,27.8,23.9,31.1,4.1,2015,6,Pluie longue,27.29666666666667
2015-06-17,27.6,23.9,30.1,0.0,2015,6,Pluie longue,27.14333333333333
2015-06-18,27.1,23.9,29.9,0.0,2015,6,Pluie longue,27.063333333333333
2015-06-19,27.6,23.9,30.5,0.0,2015,6,Pluie longue,26.96333333333333
2015-06-22,26.1,23.9,29.0,34.0,2015,6,Pluie longue,26.93
2015-06-23,27.0,24.4,29.5,7.9,2015,6,Pluie longue,26.766666666666666
2015-06-24,27.3,24.9,29.7,0.0,2015,6,Pluie longue,26.666666666666668
2015-06-25,27.1,25.4,29.4,0.0,2015,6,Pluie longue,26.619999999999997
2015-06-26,27.1,25.9,29.7,0.0,2015,6,Pluie longue,26.583333333333332
2015-06-27,27.3,25.625,29.5,0.0,2015,6,Pluie longue,26.546666666666667
2015-06-28,25.0,25.35,26.2,17.0,2015,6,Pluie longue,26.563333333333333
2015-06-29,26.1,25.075,28.7,3.0,2015,6,Pluie longue,26.576666666666664
2015-06-30,25.8,24.8,28.1,0.0,2015,6,Pluie longue,26.543333333333333
2015-07-02,25.9,24.35,28.5,0.0,2015,7,Pluie longue,26.470000000000002
2015-07-03,26.0,23.9,28.5,0.0,2015,7,Pluie longue,26.41
2015-07-04,25.6,23.2,27.2,0.5,2015,7,Pluie longue,26.39
2015-07-05,26.0,22.5,28.2,2.0,2015,7,Pluie longue,26.32333333333333
2015-07-06,26.7,22.475,29.5,0.0,2015,7,Pluie longue,26.27
2015-07-07,26.6,22.45,29.2,0.0,2015,7,Pluie longue,26.233333333333334
2015-07-10,24.9,22.424999999999997,27.5,0.0,2015,7,Pluie longue,26.15666666666667
2015-07-11,25.5,22.4,29.0,21.1,2015,7,Pluie longue,26.139999999999997
2015-07-12,26.8,22.514285714285712,29.1,0.0,2015,7,Pluie longue,26.09333333333333
2015-07-15,27.0,22.628571428571426,29.5,2.0,2015,7,Pluie longue,26.029999999999998
2015-07-16,25.8,22.74285714285714,27.5,0.0,2015,7,Pluie longue,25.990000000000002
2015-07-18,26.9,22.857142857142858,30.5,0.0,2015,7,Pluie longue,25.95
2015-07-19,26.5,22.97142857142857,29.5,0.0,2015,7,Pluie longue,25.883333333333333
2015-07-20,25.9,23.085714285714285,29.0,0.0,2015,7,Pluie longue,25.90666666666667
2015-07-21,25.6,23.2,28.6,0.0,2015,7,Pluie longue,25.90666666666667
2015-07-22,25.4,23.314285714285713,28.4,0.0,2015,7,Pluie longue,25.9
2015-07-23,25.7,23.428571428571427,29.0,0.0,2015,7,Pluie longue,25.89333333333333
2015-07-24,25.8,23.54285714285714,28.3,0.0,2015,7,Pluie longue,25.869999999999997
2015-07-25,26.0,23.65714285714286,29.0,0.0,2015,7,Pluie longue,25.880000000000003
2015-07-26,26.0,23.771428571428572,29.0,0.0,2015,7,Pluie longue,25.860000000000003
2015-07-27,25.3,23.885714285714286,27.9,0.0,2015,7,Pluie longue,25.823333333333334
2015-08-08,25.6,24.0,28.5,22.1,2015,8,Sèche courte,25.793333333333333
2015-08-09,25.6,24.142857142857142,28.3,0.0,2015,8,Sèche courte,25.80666666666667
2015-08-10,25.4,24.285714285714285,28.5,0.0,2015,8,Sèche courte,25.813333333333333
2015-08-11,25.9,24.428571428571427,28.6,0.0,2015,8,Sèche courte,25.790000000000003
2015-08-12,25.9,24.571428571428573,28.5,0.0,2015,8,Sèche courte,25.74666666666667
2015-08-14,25.3,24.714285714285715,26.7,0.0,2015,8,Sèche courte,25.746666666666666
2015-08-15,25.7,24.857142857142858,28.6,2.0,2015,8,Sèche courte,25.709999999999997
2015-08-16,26.1,25.0,28.5,0.0,2015,8,Sèche courte,25.709999999999997
2015-08-17,25.6,24.9,27.5,0.0,2015,8,Sèche courte,25.71
2015-08-18,25.7,24.8,28.4,0.0,2015,8,Sèche courte,25.73
2015-08-19,25.3,24.5,27.2,0.0,2015,8,Sèche courte,25.746666666666666
2015-08-20,25.9,24.2,28.6,0.0,2015,8,Sèche courte,25.759999999999998
2015-08-21,25.4,24.3,27.0,0.3,2015,8,Sèche courte,25.76
2015-08-22,25.6,24.4,28.5,1.0,2015,8,Sèche courte,25.76
2015-08-23,25.7,24.5,27.6,1.0,2015,8,Sèche courte,25.753333333333334
2015-08-24,25.3,24.6,27.9,0.0,2015,8,Sèche courte,25.783333333333335
2015-08-27,25.7,24.7,28.5,0.0,2015,8,Sèche courte,25.76
2015-08-28,26.1,24.8,29.5,1.0,2015,8,Sèche courte,25.78666666666667
2015-08-29,25.7,24.9,28.1,1.0,2015,8,Sèche courte,25.79666666666667
2015-08-31,25.8,25.0,28.4,0.0,2015,8,Sèche courte,25.819999999999997
2015-09-02,25.8,24.928571428571427,29.2,0.0,2015,9,Sèche courte,25.853333333333335
2015-09-09,26.5,24.857142857142858,29.0,0.0,2015,9,Sèche courte,25.913333333333334
2015-09-11,25.9,24.785714285714285,29.0,0.0,2015,9,Sèche courte,25.959999999999997
2015-09-13,26.2,24.714285714285715,29.3,0.3,2015,9,Sèche courte,25.993333333333332
2015-09-14,25.9,24.642857142857142,29.2,0.0,2015,9,Sèche courte,26.033333333333335
2015-09-15,26.1,24.571428571428573,29.5,1.0,2015,9,Sèche courte,26.096666666666668
2015-09-16,25.8,24.5,27.9,0.0,2015,9,Sèche courte,26.130000000000003
2015-09-17,26.0,24.4,28.6,0.0,2015,9,Sèche courte,26.166666666666668
2015-09-18,25.8,24.3,28.2,0.0,2015,9,Sèche courte,26.233333333333334
2015-09-20,26.2,24.2,29.0,0.0,2015,9,Sèche courte,26.25
2015-09-21,24.9,24.1,27.7,0.0,2015,9,Sèche courte,26.3
2015-09-22,26.4,24.0,29.2,0.0,2015,9,Sèche courte,26.39333333333333
2015-09-24,25.7,23.96666666666667,28.6,0.0,2015,9,Sèche courte,26.473333333333336
2015-09-26,26.6,23.933333333333334,29.1,11.9,2015,9,Sèche courte,26.55
2015-09-28,26.9,23.9,29.0,0.0,2015,9,Sèche courte,26.616666666666667
2015-09-30,27.1,23.866666666666667,29.4,0.0,2015,9,Sèche courte,26.686666666666667
2015-10-01,27.1,23.833333333333336,29.5,0.0,2015,10,Pluie courte,26.72666666666667
2015-10-03,27.1,23.8,29.5,11.9,2015,10,Pluie courte,26.720000000000002
2015-10-04,26.8,24.025,29.5,0.0,2015,10,Pluie courte,26.79
2015-10-05,27.6,24.25,30.0,5.1,2015,10,Pluie courte,26.860000000000003
2015-10-06,26.3,24.475,28.5,0.0,2015,10,Pluie courte,26.943333333333335
2015-10-07,27.0,24.7,30.6,22.1,2015,10,Pluie courte,27.013333333333332
2015-10-08,27.4,23.549999999999997,30.0,0.0,2015,10,Pluie courte,27.043333333333333
2015-10-10,26.1,22.4,30.2,35.1,2015,10,Pluie courte,27.1
2015-10-11,27.2,23.549999999999997,30.1,0.0,2015,10,Pluie courte,27.15
2015-10-13,28.1,24.7,30.5,0.0,2015,10,Pluie courte,27.206666666666663
2015-10-16,28.1,25.85,31.0,0.0,2015,10,Pluie courte,27.253333333333334
2015-10-17,28.4,27.0,31.0,0.0,2015,10,Pluie courte,27.220000000000002
2015-10-18,27.7,25.5,30.7,14.0,2015,10,Pluie courte,27.316666666666666
2015-10-19,27.9,24.1,30.9,0.0,2015,10,Pluie courte,27.380000000000003
2015-10-20,27.0,22.7,30.0,32.0,2015,10,Pluie courte,27.423333333333332
2015-10-21,26.3,23.259999999999998,28.0,0.0,2015,10,Pluie courte,27.456666666666667
2015-10-23,28.0,23.82,31.2,0.0,2015,10,Pluie courte,27.51
2015-10-24,28.3,24.38,31.3,0.0,2015,10,Pluie courte,27.553333333333335
2015-10-25,28.4,24.94,31.3,0.0,2015,10,Pluie courte,27.630000000000003
2015-10-26,28.2,25.5,31.4,0.0,2015,10,Pluie courte,27.68
2015-10-28,26.7,24.0,29.0,2.0,2015,10,Pluie courte,27.759999999999998
2015-10-29,27.7,25.9,29.5,0.0,2015,10,Pluie courte,27.819999999999997
2015-10-30,27.3,25.049999999999997,30.7,0.0,2015,10,Pluie courte,27.87
2015-10-31,27.9,24.2,31.2,0.0,2015,10,Pluie courte,27.96333333333333
2015-11-01,26.3,24.5,31.0,7.1,2015,11,Sèche longue,28.016666666666666
2015-11-02,25.4,24.8,26.6,0.0,2015,11,Sèche longue,28.043333333333333
2015-11-04,28.6,25.099999999999998,31.2,0.0,2015,11,Sèche longue,28.08
2015-11-05,28.5,25.4,31.1,0.0,2015,11,Sèche longue,28.116666666666667
2015-11-06,28.2,25.7,31.2,0.0,2015,11,Sèche longue,28.169999999999998
2015-11-09,28.1,25.85,31.2,0.0,2015,11,Sèche longue,28.226666666666667
2015-11-12,28.7,26.0,32.2,0.0,2015,11,Sèche longue,28.296666666666667
2015-11-13,28.4,26.0,32.0,0.0,2015,11,Sèche longue,28.39
2015-11-14,29.1,25.985714285714284,32.1,0.0,2015,11,Sèche longue,28.416666666666668
2015-11-15,29.1,25.97142857142857,32.0,0.0,2015,11,Sèche longue,28.413333333333334
2015-11-16,28.7,25.957142857142856,32.0,0.0,2015,11,Sèche longue,28.396666666666665
2015-11-19,28.8,25.942857142857143,32.2,0.0,2015,11,Sèche longue,28.386666666666667
2015-11-20,28.9,25.928571428571427,32.0,0.0,2015,11,Sèche longue,28.436666666666667
2015-11-21,28.9,25.914285714285715,32.0,0.0,2015,11,Sèche longue,28.423333333333332
2015-11-22,28.8,25.9,32.0,0.0,2015,11,Sèche longue,28.426666666666666
2015-11-23,28.9,25.5,32.2,0.0,2015,11,Sèche longue,28.42666666666667
2015-11-25,29.2,26.0,32.2,0.0,2015,11,Sèche longue,28.473333333333333
2015-11-26,29.5,25.916666666666668,32.4,0.0,2015,11,Sèche longue,28.506666666666664
2015-11-27,29.3,25.833333333333332,32.4,0.0,2015,11,Sèche longue,28.423333333333332
2015-11-28,29.6,25.75,32.4,0.0,2015,11,Sèche longue,28.386666666666663
2015-11-29,29.1,25.666666666666668,32.5,0.0,2015,11,Sèche longue,28.343333333333337
2015-12-01,29.1,25.583333333333332,32.2,0.0,2015,12,Sèche longue,28.303333333333335
2015-12-02,28.8,25.5,32.2,0.0,2015,12,Sèche longue,28.223333333333333
2015-12-03,28.2,25.8,31.8,0.0,2015,12,Sèche longue,28.133333333333333
2015-12-04,27.9,24.8,32.0,0.0,2015,12,Sèche longue,28.056666666666665
2015-12-06,27.9,22.6,33.2,0.0,2015,12,Sèche longue,27.993333333333336
2015-12-07,28.2,23.5,33.2,0.0,2015,12,Sèche longue,27.926666666666666
2015-12-09,27.3,22.0,33.7,0.0,2015,12,Sèche longue,27.860000000000003
2015-12-10,27.4,22.0,33.1,0.0,2015,12,Sèche longue,27.8
2015-12-12,27.9,23.4,33.5,0.0,2015,12,Sèche longue,27.763333333333332
2015-12-13,27.7,22.9,33.3,0.0,2015,12,Sèche longue,27.746666666666666
2015-12-16,26.4,20.3,32.2,0.0,2015,12,Sèche longue,27.723333333333336
2015-12-18,26.1,19.4,33.5,0.0,2015,12,Sèche longue,27.696666666666665
2015-12-19,27.4,20.5,33.6,0.0,2015,12,Sèche longue,27.69333333333333
2015-12-21,26.9,21.0,33.5,0.0,2015,12,Sèche longue,27.673333333333336
2015-12-22,26.9,20.5,33.5,0.0,2015,12,Sèche longue,27.64
2015-12-25,26.3,22.0,32.2,0.0,2015,12,Sèche longue,27.64333333333333
2015-12-26,25.7,21.5,31.5,0.0,2015,12,Sèche longue,27.566666666666666
2015-12-27,26.8,21.0,32.7,0.0,2015,12,Sèche longue,27.48
2015-12-30,27.2,22.5,31.1,0.0,2015,12,Sèche longue,27.413333333333334
2016-01-04,26.7,20.8,34.0,0.0,2016,1,Sèche longue,27.383333333333333
2016-01-05,26.8,22.5,31.3,0.0,2016,1,Sèche longue,27.336666666666666
2016-01-08,27.1,23.7,31.3,0.0,2016,1,Sèche longue,27.283333333333335
2016-01-09,27.8,24.9,31.8,0.0,2016,1,Sèche longue,27.290000000000003
2016-01-10,28.3,25.23333333333333,31.1,0.0,2016,1,Sèche longue,27.32
2016-01-11,28.2,25.566666666666666,31.1,0.0,2016,1,Sèche longue,27.33
2016-01-14,28.4,25.9,31.1,0.0,2016,1,Sèche longue,27.363333333333333
2016-01-18,29.4,25.833333333333332,32.0,0.0,2016,1,Sèche longue,27.410000000000004
2016-01-19,28.7,25.766666666666666,32.2,0.0,2016,1,Sèche longue,27.486666666666668
2016-01-23,28.6,25.7,32.5,0.0,2016,1,Sèche longue,27.53666666666667
2016-01-24,29.2,25.7,34.0,0.0,2016,1,Sèche longue,27.60333333333333
2016-01-26,26.8,23.5,30.0,0.0,2016,1,Sèche longue,27.686666666666664
2016-01-27,26.2,21.0,32.2,0.0,2016,1,Sèche longue,27.793333333333333
2016-01-28,26.2,21.2,32.0,0.0,2016,1,Sèche longue,27.923333333333332
2016-01-29,27.0,22.9,35.0,0.0,2016,1,Sèche longue,28.02
2016-01-30,26.5,21.4,32.6,0.0,2016,1,Sèche longue,28.09333333333333
2016-01-31,26.6,21.3,32.9,0.0,2016,1,Sèche longue,28.193333333333335
2016-02-01,27.5,23.5,31.0,0.0,2016,2,Sèche longue,28.27333333333333
2016-02-04,28.3,25.7,31.2,0.0,2016,2,Sèche longue,28.363333333333333
2016-02-06,28.2,25.25,31.5,0.0,2016,2,Sèche longue,28.426666666666666
2016-02-10,28.7,24.8,35.2,0.0,2016,2,Sèche longue,28.42
2016-02-11,27.8,25.15,31.1,0.0,2016,2,Sèche longue,28.483333333333334
2016-02-13,28.4,25.5,31.4,0.0,2016,2,Sèche longue,28.483333333333334
2016-02-14,28.9,26.0,32.2,0.0,2016,2,Sèche longue,28.433333333333334
2016-02-15,28.9,26.5,31.6,0.0,2016,2,Sèche longue,28.486666666666668
2016-02-17,29.4,27.0,32.2,0.0,2016,2,Sèche longue,28.543333333333333
2016-02-18,29.5,27.5,32.6,0.0,2016,2,Sèche longue,28.576666666666668
2016-02-19,29.6,28.0,32.6,0.0,2016,2,Sèche longue,28.639999999999997
2016-02-20,29.7,27.8,32.5,0.0,2016,2,Sèche longue,28.69
2016-02-21,29.4,27.52857142857143,32.0,0.0,2016,2,Sèche longue,28.78666666666667
2016-02-25,29.7,27.257142857142856,33.0,0.0,2016,2,Sèche longue,28.87
2016-02-26,29.2,26.985714285714288,31.6,0.0,2016,2,Sèche longue,28.98
2016-02-28,29.8,26.714285714285715,33.5,0.0,2016,2,Sèche longue,29.019999999999996
2016-02-29,29.7,26.442857142857143,33.0,0.0,2016,2,Sèche longue,29.096666666666668
2016-03-01,28.1,26.17142857142857,30.4,0.0,2016,3,Sèche longue,29.083333333333332
2016-03-04,30.1,25.9,33.1,0.0,2016,3,Sèche longue,29.12333333333333
2016-03-05,28.4,25.62857142857143,30.4,0.0,2016,3,Sèche longue,29.160000000000004
2016-03-08,27.9,25.357142857142858,31.5,9.9,2016,3,Sèche longue,29.173333333333332
2016-03-10,30.3,25.085714285714285,33.2,0.0,2016,3,Sèche longue,29.183333333333334
2016-03-11,30.3,24.814285714285713,33.9,0.0,2016,3,Sèche longue,29.216666666666665
2016-03-12,30.2,24.542857142857144,33.0,0.0,2016,3,Sèche longue,29.246666666666666
2016-03-13,28.7,24.271428571428572,31.6,0.0,2016,3,Sèche longue,29.253333333333334
2016-03-14,27.7,24.0,31.2,21.1,2016,3,Sèche longue,29.269999999999996
2016-03-15,29.1,24.428571428571427,32.4,0.0,2016,3,Sèche longue,29.276666666666667
2016-03-16,29.5,24.857142857142858,32.0,0.0,2016,3,Sèche longue,29.279999999999998
2016-03-17,29.8,25.285714285714285,33.0,0.0,2016,3,Sèche longue,29.253333333333334
2016-03-18,27.8,25.714285714285715,30.5,7.9,2016,3,Sèche longue,29.186666666666664
2016-03-19,29.8,26.142857142857142,32.4,0.0,2016,3,Sèche longue,29.17
2016-03-21,27.9,26.57142857142857,29.9,0.0,2016,3,Sèche longue,29.133333333333333
2016-03-22,29.4,27.0,32.1,4.1,2016,3,Sèche longue,29.1
2016-03-23,29.8,25.25,32.7,0.0,2016,3,Sèche longue,29.16
2016-03-24,28.2,23.5,31.0,35.1,2016,3,Sèche longue,29.106666666666666
2016-03-25,28.7,23.433333333333334,32.0,4.1,2016,3,Sèche longue,29.146666666666665
2016-03-30,29.9,23.366666666666667,33.4,0.0,2016,3,Sèche longue,29.21333333333333
2016-04-01,29.8,23.3,32.6,0.0,2016,4,Pluie longue,29.209999999999997
2016-04-03,29.6,23.233333333333334,33.4,0.0,2016,4,Pluie longue,29.21333333333333
2016-04-04,30.0,23.166666666666664,33.1,0.0,2016,4,Pluie longue,29.23
2016-04-05,29.8,23.099999999999998,32.5,0.0,2016,4,Pluie longue,29.296666666666667
2016-04-06,29.8,23.03333333333333,34.0,0.0,2016,4,Pluie longue,29.39333333333333
2016-04-09,28.6,22.966666666666665,32.4,0.0,2016,4,Pluie longue,29.44333333333333
2016-04-10,27.7,22.9,31.2,42.9,2016,4,Pluie longue,29.45333333333333
2016-04-11,28.7,26.0,31.6,0.0,2016,4,Pluie longue,29.473333333333336
2016-04-12,28.7,25.225,32.5,0.0,2016,4,Pluie longue,29.566666666666666
2016-04-13,28.7,24.45,32.5,0.0,2016,4,Pluie longue,29.576666666666664
2016-04-14,29.9,23.674999999999997,32.5,0.0,2016,4,Pluie longue,29.633333333333333
2016-04-15,28.5,22.9,34.0,21.1,2016,4,Pluie longue,29.643333333333334
2016-04-16,29.6,23.157142857142855,32.0,0.0,2016,4,Pluie longue,29.66
